"","GK1","GK2","DEF1","DEF2","DEF3","DEF4","DEF5","MID1","MID2","MID3","MID4","MID5","FWD1","FWD2","FWD3","Points","Cost","OK"
"Player250","Ryan","Pickford","Saïss","Evans","Alexander-Arnold","Söyüncü","Wan-Bissaka","Trézéguet","Grealish","Salah","Pérez","James","Firmino","Ayew","Ings",2129,100,TRUE
"Player459","Ryan","Ederson","Taylor","Alexander-Arnold","van Aanholt","van Dijk","Jonny","Mount","McNeil","Pérez","Barnes","Højbjerg","Martial","Jiménez","Richarlison",2128,97,TRUE
"Player465","Schmeichel","Dubravka","Tarkowski","Stevens","Mings","Pereira","Doherty","Saint-Maximin","Westwood","De Bruyne","El Ghazi","Fleck","Jesus","Abraham","Vardy",2128,100,TRUE
"Player132","Pope","de Gea","Alonso","Wan-Bissaka","Azpilicueta","Alexander-Arnold","O'Connell","Mahrez","Zaha","McGinn","Westwood","Hourihane","Vardy","Jiménez","Abraham",2128,99.5,TRUE
"Player50","Patrício","Pope","Stevens","Alexander-Arnold","Aurier","Saïss","Coady","Salah","Shelvey","Groß","Ward-Prowse","Lundstram","Richarlison","Wood","Agüero",2128,99.5,TRUE
"Player545","Ryan","Ederson","Maguire","van Dijk","Targett","Aurier","Alexander-Arnold","Lundstram","Mahrez","Moutinho","Dendoncker","Westwood","Abraham","Vardy","Agüero",2128,98,TRUE
"Player384","Lloris","Pope","Baldock","Burn","Alderweireld","Doherty","Cresswell","Rashford","De Bruyne","McNeil","Henderson","Rodrigo","Martial","Wood","Jiménez",2128,99.5,TRUE
"Player45","Henderson","Leno","van Dijk","Alexander-Arnold","Fernández","Bednarek","Evans","Hayden","Tielemans","Rice","Rashford","Traoré","Vardy","Jesus","Jiménez",2128,100,TRUE
"Player30","Dubravka","de Gea","Aké","Azpilicueta","Tarkowski","Lindelöf","Alexander-Arnold","Ndidi","De Bruyne","El Ghazi","Dendoncker","James","Ings","Vardy","Ayew",2128,98.5,TRUE
"Player856","Alisson","Schmeichel","Tarkowski","Evans","Alderweireld","Alexander-Arnold","Egan","Pérez","Harry Wilson","De Bruyne","Lucas Moura","Lundstram","Ings","Rodriguez","Calvert-Lewin",2128,98,TRUE
"Player691","de Gea","Henderson","Coady","van Dijk","Fredericks","Alexander-Arnold","Lascelles","Kouyaté","Snodgrass","Son","Armstrong","Pérez","Vardy","Martial","Jiménez",2128,98.5,TRUE
"Player587","Pope","Leno","van Dijk","Alexander-Arnold","Baldock","Digne","Robertson","Fernandes","Lundstram","Lucas Moura","McNeil","Norwood","Martial","Abraham","Joelinton",2128,99.5,TRUE
"Player496","Ryan","Pope","Bertrand","van Dijk","Coady","Alexander-Arnold","Taylor","De Bruyne","Hayden","Harry Wilson","Hourihane","Westwood","Martial","Ayew","Vardy",2128,97,TRUE
"Player198","Ederson","Schmeichel","Coady","van Aanholt","Baldock","Alexander-Arnold","van Dijk","Traoré","Aubameyang","Saint-Maximin","Shelvey","Almirón","Antonio","Jiménez","Wood",2128,98.5,TRUE
"Player707","Lloris","de Gea","Baldock","van Dijk","Evans","Alexander-Arnold","Maguire","Son","Mooy","Redmond","Lundstram","Rice","Richarlison","Wood","Martial",2128,96,TRUE
"Player715","Alisson","Guaita","van Dijk","Coady","Doherty","Alonso","Lindelöf","Jorginho","Moutinho","Rice","De Bruyne","Hayden","Ings","Martial","Kane",2128,99.5,TRUE
"Player264","Patrício","Schmeichel","O'Connell","Doherty","Coady","Robertson","Basham","Fornals","El Ghazi","Salah","Mahrez","Redmond","Richarlison","Rodriguez","Abraham",2128,100,TRUE
"Player24","Henderson","Pope","David Luiz","Robertson","Fernández","Burn","Alexander-Arnold","Xhaka","Ward-Prowse","Højbjerg","Aubameyang","Maddison","Wood","Jiménez","Martial",2128,100,TRUE
"Player277","McCarthy","Ryan","Baldock","Bednarek","Doherty","Mee","Pieters","Aubameyang","Mahrez","De Bruyne","Kouyaté","Douglas Luiz","Ings","Jiménez","Antonio",2128,100,TRUE
"Player420","Patrício","Ryan","Lascelles","Robertson","Dunk","Aurier","Egan","Rashford","Salah","Harry Wilson","Fleck","Norwood","Wood","Richarlison","Martial",2128,98.5,TRUE
"Player94","Ryan","Henderson","Tarkowski","Aurier","Wan-Bissaka","van Dijk","Stevens","De Bruyne","Mané","Zaha","Xhaka","Jorginho","Joelinton","Maupay","Abraham",2128,99.5,TRUE
"Player670","Fabianski","Pickford","Basham","Alonso","Coady","Alexander-Arnold","Doherty","Norwood","McNeil","De Bruyne","Lundstram","Traoré","Vardy","Wood","Lacazette",2128,99,TRUE
"Player827","Schmeichel","Lloris","Mings","Stevens","Robertson","Dunk","Digne","Lundstram","De Bruyne","Douglas Luiz","Son","Harry Wilson","Calvert-Lewin","Ayew","Vardy",2128,99,TRUE
"Player767","Pope","Guaita","Egan","Alexander-Arnold","Fernández","Otamendi","Robertson","Henderson","Traoré","Kouyaté","Barnes","Aubameyang","Ayew","Lacazette","Jiménez",2128,99,TRUE
"Player302","Pope","de Gea","Coady","Egan","van Aanholt","Stevens","Webster","Trossard","Lundstram","De Bruyne","Rodrigo","Pérez","Jesus","Jiménez","Richarlison",2128,97.5,TRUE
"Player314","Ryan","Henderson","Azpilicueta","Evans","Basham","Alexander-Arnold","Wan-Bissaka","Mount","Neves","Maddison","Rice","Traoré","Vardy","Richarlison","Jesus",2128,98,TRUE
"Player668","de Gea","Leno","Saïss","van Dijk","Diop","Robertson","Alexander-Arnold","Barnes","Snodgrass","De Bruyne","McGinn","Shelvey","Abraham","Rodriguez","Vardy",2128,100,TRUE
"Player481","de Gea","Schmeichel","van Dijk","Pereira","Mee","Maguire","Doherty","Maddison","Armstrong","De Bruyne","Højbjerg","Salah","Adams","Wood","Ayew",2128,99.5,TRUE
"Player729","Pope","Arrizabalaga","van Aanholt","Fernández","Alexander-Arnold","Bednarek","Stevens","Traoré","Alli","Pröpper","Almirón","De Bruyne","Ayew","Jiménez","Vardy",2128,100,TRUE
"Player970","Dubravka","Henderson","Egan","Lindelöf","Tarkowski","Basham","van Dijk","Fleck","Lucas Moura","Saint-Maximin","Harry Wilson","Sterling","Ings","Vardy","Wood",2128,98,TRUE
"Player766","Henderson","Leno","Wan-Bissaka","Alexander-Arnold","Walker","Robertson","Lindelöf","Saint-Maximin","Ward-Prowse","Pérez","De Bruyne","McGinn","Ayew","Richarlison","Wood",2128,97,TRUE
"Player850","McCarthy","Schmeichel","Dunk","van Dijk","Basham","Egan","Diop","Westwood","De Bruyne","Salah","Henderson","Trézéguet","Adams","Martial","Wood",2128,97.5,TRUE
"Player838","Ryan","Dubravka","Doherty","Saïss","Basham","Stevens","van Dijk","Salah","Ndidi","Shelvey","Lundstram","Kouyaté","Agüero","Ings","Firmino",2128,99,TRUE
"Player603","Pope","Schmeichel","van Dijk","Dunk","van Aanholt","Azpilicueta","Stevens","Salah","Pérez","James","McNeil","Rodrigo","Adams","Martial","Richarlison",2128,99,TRUE
"Player434","Dubravka","Henderson","Walker","Tarkowski","O'Connell","Evans","Egan","Mahrez","Grealish","Son","Shelvey","Ward-Prowse","Maupay","Firmino","Jiménez",2127,98,TRUE
"Player704","Ryan","Guaita","Doherty","Maguire","Egan","Robertson","Webster","Chamberlain","Sigurdsson","Son","Rice","Salah","Ayew","Abraham","Martial",2127,99.5,TRUE
"Player703","Schmeichel","Dubravka","Coady","Alexander-Arnold","Pereira","Maguire","Evans","Shelvey","Rashford","Ritchie","Trézéguet","Grealish","Maupay","Ings","Jiménez",2127,96,TRUE
"Player702","Dubravka","Schmeichel","Aurier","Basham","Azpilicueta","Bednarek","Alexander-Arnold","Mahrez","Aubameyang","Armstrong","Westwood","Pröpper","Ayew","Ings","Abraham",2127,97.5,TRUE
"Player13","Guaita","Ryan","Jonny","Tarkowski","Robertson","Egan","Evans","Mané","Fleck","Fornals","Son","Dendoncker","Richarlison","Rodriguez","Ings",2127,99,TRUE
"Player866","Lloris","Guaita","Egan","Evans","Wan-Bissaka","Lascelles","Alexander-Arnold","Westwood","Harry Wilson","De Bruyne","Mooy","Xhaka","Ings","Martial","Vardy",2127,99,TRUE
"Player464","Pickford","Ryan","Aurier","Baldock","Dunk","Stephens","Tarkowski","Harry Wilson","Pérez","Pépé","McTominay","De Bruyne","Ings","Vardy","Jiménez",2127,99.5,TRUE
"Player880","de Gea","Ryan","Basham","Baldock","Doherty","Keane","Azpilicueta","Barnes","Salah","Trossard","Jorginho","Noble","Wood","Martial","Jiménez",2127,96.5,TRUE
"Player144","Dubravka","Leno","Keane","Stevens","Alexander-Arnold","Walker","Coady","Rodrigo","Alli","Son","Mahrez","Lundstram","Wood","Vardy","Abraham",2127,99.5,TRUE
"Player925","Alisson","Henderson","Bednarek","Wan-Bissaka","Alexander-Arnold","Pieters","Robertson","Westwood","Shelvey","Ward-Prowse","De Bruyne","Kouyaté","Jiménez","Maupay","Richarlison",2127,97,TRUE
"Player509","Ederson","Dubravka","Lindelöf","Bednarek","Aurier","Alexander-Arnold","Mee","Grealish","Trossard","Salah","Højbjerg","Bernardo Silva","Jiménez","Martial","Wood",2127,100,TRUE
"Player368","de Gea","Pope","Bednarek","Alexander-Arnold","Lascelles","Stevens","van Dijk","Westwood","Dendoncker","De Bruyne","Harry Wilson","Norwood","Jesus","Kane","Richarlison",2127,100,TRUE
"Player500","Schmeichel","Henderson","Bertrand","Baldock","van Aanholt","Tarkowski","van Dijk","Sterling","Mount","Ward-Prowse","Neves","Maddison","Ings","McBurnie","Martial",2127,99.5,TRUE
"Player664","Pope","Patrício","Wan-Bissaka","Alexander-Arnold","Digne","van Dijk","Stephens","Zaha","Mount","Henderson","McArthur","Redmond","Lacazette","Jiménez","Martial",2127,99,TRUE
"Player922","Schmeichel","de Gea","Dunk","Mee","Söyüncü","Alexander-Arnold","Wan-Bissaka","Moutinho","Salah","Chamberlain","Traoré","Grealish","Richarlison","Maupay","Wood",2127,98,TRUE
"Player386","Arrizabalaga","Ryan","Basham","Azpilicueta","Evans","Alexander-Arnold","van Dijk","Ritchie","Lundstram","Rodrigo","De Bruyne","Grealish","Calvert-Lewin","Agüero","Richarlison",2127,100,TRUE
"Player312","Pope","de Gea","Tarkowski","Walker","Azpilicueta","Stephens","van Dijk","Milivojevic","De Bruyne","Dendoncker","Traoré","McTominay","Wood","Jiménez","Ings",2127,97.5,TRUE
"Player580","Henderson","Patrício","Pereira","Egan","Walker","Coady","Basham","De Bruyne","Bernardo Silva","Ward-Prowse","Barnes","Grealish","Abraham","Martial","Mousset",2127,99.5,TRUE
"Player358","Patrício","Dubravka","Maguire","Cresswell","Basham","Digne","van Dijk","Henderson","Ward-Prowse","Neves","De Bruyne","Noble","Jiménez","Lacazette","Vardy",2127,99,TRUE
"Player641","Henderson","Guaita","Lindelöf","Pereira","Tarkowski","Doherty","Cresswell","Grealish","Son","Mahrez","Zaha","Fornals","Maupay","Martial","Richarlison",2127,99.5,TRUE
"Player579","Pope","Guaita","Evans","Coady","Burn","Doherty","O'Connell","Rice","James","McNeil","Sterling","Mané","Ayew","Jiménez","Wood",2127,98.5,TRUE
"Player437","Dubravka","de Gea","Doherty","Alderweireld","Alexander-Arnold","Egan","Tarkowski","Pépé","Dendoncker","Mahrez","Mount","Alli","Ings","Calvert-Lewin","Ayew",2127,98,TRUE
"Player181","Pope","Henderson","Egan","Alonso","Pereira","van Dijk","Robertson","Trossard","Barnes","Mané","Milivojevic","Grealish","Wood","Ayew","Calvert-Lewin",2127,99,TRUE
"Player639","Leno","Pope","Stevens","Azpilicueta","van Dijk","Doherty","Bertrand","Pérez","De Bruyne","Armstrong","Fornals","Rashford","Jiménez","Joelinton","Maupay",2127,100,TRUE
"Player923","Pickford","Pope","Alexander-Arnold","David Luiz","Söyüncü","Keane","Egan","De Bruyne","Tielemans","Rashford","Noble","Milivojevic","Ings","Abraham","Antonio",2127,100,TRUE
"Player72","Pope","Leno","Maguire","Baldock","Alexander-Arnold","Robertson","Stevens","Ward-Prowse","Trossard","Maddison","Pröpper","Noble","Ings","Lacazette","Martial",2127,96.5,TRUE
"Player779","Schmeichel","Dubravka","Doherty","Bednarek","Basham","Burn","Robertson","Pépé","Bernardo Silva","De Bruyne","Mount","Mooy","Martial","Richarlison","Ayew",2127,99.5,TRUE
"Player191","Pope","Patrício","Doherty","Robertson","Basham","van Dijk","Alexander-Arnold","Snodgrass","Mooy","McGinn","Lucas Moura","Pépé","Martial","Vardy","Joelinton",2127,99.5,TRUE
"Player88","Ederson","Pickford","van Dijk","Maguire","Webster","Boly","Robertson","Henderson","Son","Grealish","Mount","Barnes","Vardy","Richarlison","Maupay",2127,100,TRUE
"Player907","Patrício","Schmeichel","Fernández","Webster","Alexander-Arnold","Chilwell","Mings","Zaha","Højbjerg","Grealish","Westwood","De Bruyne","Vardy","Calvert-Lewin","Richarlison",2127,99.5,TRUE
"Player901","Ederson","Pope","Fernández","Doherty","Pereira","Maguire","Baldock","Pröpper","Moutinho","Mané","McArthur","De Bruyne","Joelinton","Wood","Ings",2127,100,TRUE
"Player301","McCarthy","Dubravka","Jonny","Burn","Evans","Dunk","Alexander-Arnold","Pérez","Jota","Noble","Norwood","Sterling","Abraham","Vardy","Martial",2126,98.5,TRUE
"Player430","de Gea","Schmeichel","Ogbonna","van Dijk","Basham","van Aanholt","Alderweireld","Rashford","Pérez","Salah","Kouyaté","Harry Wilson","Ings","Jiménez","Ayew",2126,100,TRUE
"Player388","Pope","Ederson","van Dijk","Doherty","Basham","Alexander-Arnold","Otamendi","Grealish","Snodgrass","Westwood","Ward-Prowse","Son","Lacazette","Jiménez","Antonio",2126,98.5,TRUE
"Player848","Guaita","McCarthy","Basham","Jonny","van Dijk","Azpilicueta","Alexander-Arnold","Dendoncker","Noble","Tielemans","Son","Pérez","Richarlison","Wood","Martial",2126,95.5,TRUE
"Player260","Ederson","Henderson","Evans","Fernández","Pereira","van Dijk","Doherty","Traoré","De Bruyne","McNeil","Jorginho","Ndidi","Abraham","Wood","Richarlison",2126,96.5,TRUE
"Player701","Henderson","Ryan","Maguire","Basham","Egan","Jonny","Alexander-Arnold","Henderson","Pépé","Sterling","Trossard","Norwood","Ayew","Jiménez","Richarlison",2126,97,TRUE
"Player919","Schmeichel","de Gea","Boly","Maguire","Mings","Chilwell","Doherty","De Bruyne","McTominay","Jorginho","Son","Henderson","Vardy","Ings","Calvert-Lewin",2126,100,TRUE
"Player551","Pope","Henderson","Alexander-Arnold","Burn","Dunk","Doherty","Lascelles","Ritchie","Rashford","Trézéguet","Lundstram","Shelvey","Ings","Martial","Wood",2126,93.5,TRUE
"Player461","Patrício","Dubravka","Coady","Diop","Alexander-Arnold","Evans","Digne","Kouyaté","Westwood","De Bruyne","James","Salah","Richarlison","Maupay","Rodriguez",2126,100,TRUE
"Player738","Ryan","Pope","Walker","Egan","Azpilicueta","van Dijk","Aké","Dendoncker","Mooy","Sigurdsson","Mahrez","Pérez","Martial","Vardy","Ings",2126,98.5,TRUE
"Player672","Pope","Patrício","Alexander-Arnold","Mee","Aurier","Doherty","Robertson","Lundstram","El Ghazi","Redmond","Greenwood","Neves","Haller","Firmino","Vardy",2126,99,TRUE
"Player356","Pope","Henderson","Saïss","Evans","Robertson","van Dijk","Stevens","Trézéguet","Greenwood","Son","Almirón","Harry Wilson","Jiménez","Ings","Haller",2126,97.5,TRUE
"Player810","Henderson","Pope","Wan-Bissaka","Egan","Pieters","Stevens","Jonny","McGinn","De Bruyne","Saint-Maximin","Fleck","Wijnaldum","Firmino","Jiménez","Vardy",2126,99,TRUE
"Player958","Patrício","Henderson","Basham","Robertson","Taylor","Wan-Bissaka","Mina","Lundstram","Sigurdsson","Fleck","Moutinho","De Bruyne","Martial","Lacazette","Ings",2126,100,TRUE
"Player306","Henderson","Schmeichel","Mings","Baldock","Diop","Lindelöf","van Dijk","Hourihane","Mooy","Mané","Lundstram","Rice","Vardy","Martial","Richarlison",2126,98,TRUE
"Player721","Ryan","de Gea","Doherty","Baldock","Pereira","Alonso","Egan","McNeil","Mahrez","Rashford","Saint-Maximin","Trézéguet","Ings","Richarlison","Firmino",2126,99.5,TRUE
"Player466","Dubravka","Pope","van Dijk","Evans","Stevens","Doherty","Azpilicueta","Chamberlain","Pröpper","Jota","Son","Fornals","Ings","Jiménez","Firmino",2126,100,TRUE
"Player16","Ryan","Guaita","Alexander-Arnold","Aurier","Mendy","Coady","van Dijk","Neves","Rodrigo","Son","Ndidi","De Bruyne","Jiménez","Wood","Calvert-Lewin",2126,98.5,TRUE
"Player213","Schmeichel","Patrício","van Dijk","Robertson","Doherty","David Luiz","Söyüncü","Mount","Rice","Wijnaldum","Højbjerg","Mahrez","Calvert-Lewin","Jiménez","Kane",2126,98.5,TRUE
"Player524","Lloris","Pope","Egan","Saïss","van Dijk","Tarkowski","Boly","Bernardo Silva","Mahrez","Salah","Westwood","Lundstram","Maupay","Firmino","Ayew",2126,99.5,TRUE
"Player986","Alisson","de Gea","Aurier","Doherty","Stephens","Stevens","Alexander-Arnold","Milivojevic","Xhaka","Traoré","De Bruyne","Almirón","Abraham","Wood","Martial",2126,99.5,TRUE
"Player263","Fabianski","Leno","Wan-Bissaka","Robertson","Saïss","Doherty","Stevens","James","Westwood","Mount","Norwood","Salah","Ings","Wood","Jiménez",2126,98.5,TRUE
"Player474","de Gea","Lloris","Bednarek","Keane","Fernández","Alexander-Arnold","Doherty","Lundstram","Barnes","Dendoncker","De Bruyne","McGinn","Martial","Jiménez","Calvert-Lewin",2126,98,TRUE
"Player372","de Gea","Guaita","Doherty","Egan","Lascelles","Maguire","van Dijk","McArthur","Ward-Prowse","Trossard","Mahrez","Mané","Martial","Ayew","Maupay",2126,97.5,TRUE
"Player662","Guaita","Pickford","Alexander-Arnold","Aurier","Mee","Egan","Walker","Mahrez","Henderson","Westwood","Rashford","McTominay","Martial","Vardy","Antonio",2126,98.5,TRUE
"Player138","Ederson","Arrizabalaga","Coady","Aurier","Egan","Diop","Alexander-Arnold","Pérez","Mané","Grealish","Douglas Luiz","McNeil","Martial","Jiménez","Wood",2126,99,TRUE
"Player335","Henderson","Pope","Walker","Alexander-Arnold","Robertson","Dunk","Basham","Lundstram","Hayden","Aubameyang","McTominay","Neves","Wood","Kane","Abraham",2126,99,TRUE
"Player179","McCarthy","Dubravka","Robertson","Walker","Alexander-Arnold","Taylor","Mina","McNeil","Armstrong","Moutinho","Westwood","Mané","Vardy","Ings","Maupay",2126,99.5,TRUE
"Player357","Henderson","Ryan","Bertrand","Stevens","Alexander-Arnold","van Dijk","Aurier","Sigurdsson","Mooy","Pérez","Snodgrass","De Bruyne","Calvert-Lewin","Ings","Wood",2126,98,TRUE
"Player674","Patrício","Schmeichel","Mee","Doherty","Alexander-Arnold","Webster","Wan-Bissaka","Greenwood","Lundstram","Pépé","Trossard","Son","Wood","Martial","Abraham",2126,98.5,TRUE
"Player555","Ryan","Dubravka","Doherty","Lindelöf","Aurier","Baldock","Fernández","De Bruyne","Shelvey","Henderson","Pépé","James","Ings","Martial","Calvert-Lewin",2126,98,TRUE
"Player941","Arrizabalaga","Leno","Saïss","Alexander-Arnold","Digne","Doherty","Wan-Bissaka","Son","Lundstram","Barnes","Mahrez","Saint-Maximin","Ings","Abraham","Maupay",2126,98,TRUE
"Player318","Guaita","Schmeichel","Gomez","van Dijk","Doherty","Maguire","Robertson","Ward-Prowse","Fornals","Tielemans","Sigurdsson","Westwood","Martial","Abraham","Ings",2126,97.5,TRUE
"Player780","Guaita","Pope","Tarkowski","Robertson","Alderweireld","Basham","Alexander-Arnold","Pérez","Noble","Fernandes","Barnes","Henderson","Richarlison","Martial","Rodriguez",2126,98.5,TRUE
"Player782","Pope","Schmeichel","O'Connell","Wan-Bissaka","Mee","Tarkowski","Lascelles","Højbjerg","De Bruyne","Rashford","Rice","Pröpper","Kane","Jiménez","Ings",2126,100,TRUE
"Player520","de Gea","Dubravka","Robertson","Saïss","Targett","Alexander-Arnold","van Dijk","Barnes","McNeil","Son","Milivojevic","Bernardo Silva","Ayew","Ings","Wood",2126,97.5,TRUE
"Player793","Patrício","Alisson","Stevens","Alderweireld","Alexander-Arnold","Tarkowski","van Aanholt","Wijnaldum","Son","Højbjerg","Snodgrass","Grealish","Abraham","Martial","Vardy",2126,100,TRUE
"Player893","Ryan","Pope","Baldock","Walker","Dunk","Aurier","Cresswell","Neves","Tielemans","Saint-Maximin","Barnes","De Bruyne","Wood","Ings","Vardy",2126,98,TRUE
"Player375","Pickford","Guaita","Maguire","Robertson","Stevens","Basham","van Dijk","Grealish","Alli","Rashford","Fleck","Son","Ings","Joelinton","Wood",2126,100,TRUE
"Player874","Schmeichel","Henderson","Keane","Fernández","Egan","Fredericks","Alexander-Arnold","De Bruyne","Tielemans","McNeil","Redmond","Hayden","Ings","Martial","Maupay",2125,97.5,TRUE
"Player709","de Gea","Alisson","Coady","Aurier","Mings","van Aanholt","Alexander-Arnold","Mount","Shelvey","Noble","Rashford","De Bruyne","Rodriguez","Wood","Ings",2125,99.5,TRUE
"Player462","Pickford","Guaita","van Dijk","Doherty","Basham","Dunk","Mings","Tielemans","Barnes","El Ghazi","Greenwood","Mount","Ings","Jiménez","Vardy",2125,98.5,TRUE
"Player285","Pope","de Gea","Basham","Egan","Dunk","Saïss","van Dijk","Fornals","Grealish","Sterling","Aubameyang","Wijnaldum","Rodriguez","Wood","Abraham",2125,100,TRUE
"Player762","Ryan","Dubravka","Mee","Alexander-Arnold","Stevens","Digne","Lindelöf","Sigurdsson","Salah","James","Lundstram","Ward-Prowse","Richarlison","Rodriguez","Martial",2125,98.5,TRUE
"Player339","Henderson","Schmeichel","Fredericks","Baldock","Saïss","Alexander-Arnold","Walker","Douglas Luiz","Grealish","Rashford","Greenwood","Wijnaldum","Ayew","Vardy","Ings",2125,98.5,TRUE
"Player130","Guaita","Henderson","Basham","Robertson","Digne","Doherty","Walker","Grealish","Højbjerg","Tielemans","Fabinho","De Bruyne","Martial","Lacazette","Wood",2125,100,TRUE
"Player415","Henderson","Pope","Mee","Digne","Stevens","Tarkowski","Coady","Hayden","Traoré","Rodrigo","De Bruyne","Noble","Abraham","Martial","Kane",2125,98.5,TRUE
"Player78","Ederson","McCarthy","Tarkowski","Keane","Robertson","Targett","Doherty","Lundstram","McNeil","Mané","Mount","Son","Richarlison","Ayew","Wood",2125,98.5,TRUE
"Player393","Pope","McCarthy","Robertson","Egan","Chilwell","Doherty","Wan-Bissaka","Sigurdsson","De Bruyne","Wijnaldum","Lundstram","Fleck","Joelinton","Abraham","Martial",2125,97,TRUE
"Player660","Ederson","Leno","Doherty","Azpilicueta","Dunk","Jonny","Baldock","Aubameyang","De Bruyne","Douglas Luiz","Pérez","Dendoncker","Maupay","Mousset","Ings",2125,100,TRUE
"Player345","Guaita","Ederson","Basham","Baldock","O'Connell","Robertson","Boly","Mahrez","Henderson","De Bruyne","Armstrong","Westwood","Abraham","Ayew","Kane",2125,99.5,TRUE
"Player594","Leno","Schmeichel","Söyüncü","Alexander-Arnold","Saïss","Egan","Stevens","Alli","De Bruyne","Barnes","Redmond","McTominay","Richarlison","Ings","Haller",2125,100,TRUE
"Player152","Patrício","Henderson","Webster","Alexander-Arnold","Mee","Chilwell","Stevens","Salah","Zaha","Snodgrass","Dendoncker","Douglas Luiz","Ings","Calvert-Lewin","Jiménez",2125,98,TRUE
"Player210","Pope","Guaita","O'Connell","Pieters","Otamendi","Alexander-Arnold","Baldock","McArthur","Jorginho","Lucas Moura","Salah","De Bruyne","Ayew","Jiménez","Haller",2125,100,TRUE
"Player177","Ryan","Dubravka","Maguire","Bertrand","Targett","Egan","Evans","McNeil","Mané","Pérez","Mahrez","Almirón","Ings","Martial","Abraham",2125,99,TRUE
"Player945","de Gea","Pope","Maguire","Tarkowski","Doherty","Azpilicueta","David Luiz","Kouyaté","Salah","Armstrong","Mooy","Grealish","Ings","Jiménez","Lacazette",2125,99.5,TRUE
"Player873","Leno","McCarthy","Stevens","Egan","Robertson","Doherty","Keane","Douglas Luiz","Grealish","Salah","Harry Wilson","Rashford","Wood","Richarlison","Abraham",2125,99,TRUE
"Player713","Leno","Pope","Evans","Maguire","van Aanholt","Ogbonna","van Dijk","Son","Barnes","Norwood","Mahrez","Douglas Luiz","Ings","Richarlison","Jiménez",2125,98,TRUE
"Player632","Henderson","de Gea","Dunk","Stevens","Fredericks","Robertson","Alexander-Arnold","James","Sterling","Milivojevic","Rice","Traoré","Jiménez","Jesus","Ayew",2125,100,TRUE
"Player240","Pope","Ryan","Tarkowski","Doherty","Alexander-Arnold","Baldock","Dunk","Westwood","Zaha","Ritchie","Redmond","Rashford","Kane","Adams","Ings",2125,98,TRUE
"Player760","Ryan","Pope","Basham","van Dijk","van Aanholt","Burn","Cresswell","Wijnaldum","Mahrez","Mount","Salah","Noble","Joelinton","Martial","Vardy",2125,99.5,TRUE
"Player471","Dubravka","Henderson","Baldock","Alexander-Arnold","Webster","Fredericks","Robertson","Sigurdsson","Westwood","Mahrez","Shelvey","Jorginho","Maupay","Martial","Vardy",2124,96.5,TRUE
"Player985","McCarthy","Patrício","Tarkowski","Robertson","Baldock","Alexander-Arnold","Digne","Traoré","Mahrez","Sterling","Norwood","Shelvey","Haller","Maupay","Calvert-Lewin",2124,98.5,TRUE
"Player83","Pickford","Pope","Baldock","Mina","Stevens","Alexander-Arnold","Söyüncü","El Ghazi","Ndidi","Armstrong","Mané","Westwood","Vardy","Jiménez","Calvert-Lewin",2124,99.5,TRUE
"Player218","McCarthy","Patrício","Otamendi","Robertson","Bednarek","Egan","Alexander-Arnold","Xhaka","Ndidi","Traoré","Aubameyang","Jorginho","Martial","Ings","Jiménez",2124,99,TRUE
"Player965","Ryan","Guaita","Ogbonna","Chilwell","Robertson","Keane","Baldock","Pérez","Mahrez","Noble","Moutinho","Westwood","Martial","Vardy","Jiménez",2124,96,TRUE
"Player511","Guaita","Ryan","Robertson","Mee","Wan-Bissaka","Alexander-Arnold","Dunk","Kouyaté","De Bruyne","Almirón","Hayden","Henderson","Lacazette","Jesus","Ings",2124,99,TRUE
"Player98","McCarthy","Leno","Maguire","Evans","Alderweireld","Fredericks","Alexander-Arnold","Grealish","Ward-Prowse","Henderson","Maddison","Salah","Ings","Martial","Wood",2124,99.5,TRUE
"Player321","Henderson","Leno","Egan","Azpilicueta","Keane","Alexander-Arnold","Basham","Rashford","Moutinho","Rice","James","Salah","Wood","Jiménez","Antonio",2124,99,TRUE
"Player908","Schmeichel","Guaita","Walker","Saïss","Coady","Evans","Alexander-Arnold","Ward-Prowse","Norwood","McNeil","Kouyaté","Aubameyang","Martial","Ings","Ayew",2124,97,TRUE
"Player938","McCarthy","Schmeichel","Tarkowski","Söyüncü","Alexander-Arnold","van Dijk","Pereira","McArthur","Lucas Moura","Salah","McGinn","Saint-Maximin","Wood","Martial","Abraham",2124,99.5,TRUE
"Player283","Ryan","Patrício","Stevens","Evans","Pieters","Alexander-Arnold","David Luiz","Milivojevic","Grealish","Son","Xhaka","Noble","Vardy","Ings","Martial",2124,98.5,TRUE
"Player23","Ryan","Schmeichel","Doherty","Robertson","Basham","Dunk","David Luiz","Fornals","Grealish","Henderson","Maddison","Norwood","Vardy","Firmino","Jiménez",2124,97.5,TRUE
"Player143","Pope","Leno","Alexander-Arnold","Stevens","Pereira","Tarkowski","Baldock","Pulisic","Grealish","Redmond","James","Moutinho","Abraham","Martial","Wood",2124,97.5,TRUE
"Player881","Ryan","Henderson","Digne","Gomez","van Aanholt","Lindelöf","Tarkowski","El Ghazi","Grealish","Redmond","De Bruyne","Lundstram","Vardy","Rodriguez","Jiménez",2124,98.5,TRUE
"Player327","Guaita","Schmeichel","Walker","Coady","Fredericks","van Dijk","David Luiz","Shelvey","Armstrong","Mahrez","Rashford","Mount","Abraham","Vardy","Ings",2124,100,TRUE
